Title,Genre,Series or Movie,Director,Writer,Actors,IMDb Score,Release Date,IMDb Link,Summary,Image
All of Us,Comedy,Movie,,"Jada Pinkett Smith, Will Smith, Betsy Borns","Duane Martin, Khamani Griffin, LisaRaye McCoy, Tony Rock",5.9,16 Sep 2003,https://www.imdb.com/title/tt0362404,"In a self-help group led by an untried therapist, four people with terminal illnesses face uncomfortable truths while trying to live in the moment.",https://occ-0-435-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTVlzxBSWiU41YOZsIIU-dS-XY4YfIM_ATbdyMQnIwBn7gjZfDQ9HQK6jl-z0SWN11TKtVkjXbHjm3sAE5ZTC5cbZw.jpg?r=25e
Years and Years,"Drama, Sci-Fi",Series,,Russell T. Davies,"Anne Reid, T'Nia Miller, Rory Kinnear, Ruth Madeley",8.3,24 Jun 2019,https://www.imdb.com/title/tt8694364,"After a fateful night in 2019, the future of Britain and the lives of an ordinary family change dramatically over the course of the next 15 years.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABfSCDtvcSr9nIbOL7GNyr6Itqxi9Pnyb3E-7GpzVvorytUKvRCRUaKyTTjfmYvHkF_1sXJJzOn9e7ml1jr1tMjJlJnK-XhSu1ayHe1_4Cgjz9UM.jpg?r=e93
The New Pope,Drama,Series,,Paolo Sorrentino,"Jude Law, Cécile de France, Silvio Orlando, John Malkovich",8.2,13 Jan 2020,https://www.imdb.com/title/tt7157248,"With the young pope out of commission, a new leader steps in. But lies and hidden agendas are just the start of the Vaticans problems.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABXheiy-yLHz84ZK_nMAg65N2U69GmsKk60itQWF2mzL_qhtBe933HNHEMv1NYmRMaYqaHMi9mL-WoMhtainXGoRh3g-bwfjNi73OEA9z_5mKQUg.jpg?r=2ac
Life and Nothing But,"Drama, War",Movie,Bertrand Tavernier,"Jean Cosmos, Bertrand Tavernier","Maurice Barrier, Philippe Noiret, Sabine Azéma, Pascale Vignal",7.4,06 Sep 1989,https://www.imdb.com/title/tt0098596,"Maj. Dellaplane is a military man in World War I who takes on the unenviable, emotionally painful task of sifting through the bodies of men killed in the Verdun countryside and helping their relatives identify them.",https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT1l5_TNFS0HGAtw_wEzoR_Rv9zJ47h5iBt-Yml5-Ojp327BwwgTfAGPvbWm7WThv7o7oMmhz1FPKiO-Ef0_AQKASw.jpg?r=e43
Let Joy Reign Supreme,"Drama, History, War",Movie,Bertrand Tavernier,"Jean Aurenche, Bertrand Tavernier","Philippe Noiret, Christine Pascal, Jean-Pierre Marielle, Jean Rochefort",7.1,26 Mar 1975,https://www.imdb.com/title/tt0072053,"Under the eye of an ambitious priest, the libertine Philippe II revels in scandal as he rules 18th-century France in this satirical drama.",https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcx9bb9zMmAkRWCQ0zmAGjzD94uPDZhcRQHFhD_b2FWJOn-BFmiaE0fTHRmuickKKg1KhFW5zbtPyGHHzoddz2yyJA.jpg?r=6ca
Coup de Torchon,"Comedy, Crime, Drama",Movie,Bertrand Tavernier,"Jean Aurenche, Jim Thompson, Bertrand Tavernier","Jean-Pierre Marielle, Philippe Noiret, Isabelle Huppert, Stéphane Audran",7.5,04 Nov 1981,https://www.imdb.com/title/tt0082206,"In 1930s colonial Senegal, a police officer decides to seek vengeance against his enemies in this adaptation of Jim Thompsons pulp novel ""Pop. 1280.""",https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaJHBMuMCEQUhjT0WQh8xwoPYQNk9qCzVpFCRHnxra_DxzKEzWMC37tksHRuOA1J65leQeQZBBe-W1r1Uc9-6bhIKg.jpg?r=02b
Valley of the Gods,"Adventure, Drama, Sci-Fi, Thriller",Movie,Lech Majewski,Lech Majewski,"Josh Hartnett, Bérénice Marlohe, Keir Dullea, John Malkovich",4.5,11 Aug 2020,https://www.imdb.com/title/tt4523530,A struggling writer embarks on penning the biography of an industrial magnate who has designs on land sacred to the Navajo community.,https://occ-0-3937-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbnN_4TBXvBiZ33355TPeDcR14K0WYxASY3kBpvcFTplDVpm5anyAqVGxTp5FksiiKfJm26PI8WPEbk4ECl4QdcWqA.jpg?r=ea0
Framing John DeLorean,"Documentary, Biography, Drama",Movie,"Don Argott, Sheena M. Joyce","Alexandra Orton, Dan Greeney","Morena Baccarin, Alec Baldwin, Dean Winters, Josh Charles",6.5,07 Jun 2019,https://www.imdb.com/title/tt6256978,"From his rise in the auto industry to his fall from grace, follow John DeLoreans incredible legacy of power, politics, fast cars and illicit drugs.",https://occ-0-3937-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcOqqwH0Jol3PcySu1AapkPsRCyAIrV8uH2y5BBlLhZR_IbV4ndh7qVe5luucPZaHsE8N-NU2oRyrPhhKm1Id1uyQ.jpg?r=275
Critters Attack!,"Comedy, Horror, Sci-Fi",Movie,Bobby Miller,Scott Lobdell,"Tashiana Washington, Jaeden Noel, Jack Fulton, Ava Preston",3.7,06 Nov 2020,https://www.imdb.com/title/tt10240612,"A babysitter and her bored charges take a hike — straight into a clutch of voracious aliens. Luckily, a mystery woman with a history isnt far behind.",https://occ-0-3937-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSKIvbgtpxS8jRR8JD1Pz6b_90TUDpJ7TNZWc6w6f8kHdOqDHyfHGl_r-SWxRjCILeoVcvm5pcfik87IsVs0J439Vw.jpg?r=1f3
The Bold Type,Drama,Series,,Sarah Watson,"Meghann Fahy, Melora Hardin, Katie Stevens, Aisha Dee",8.0,20 Jun 2017,https://www.imdb.com/title/tt6116060,"At a womens magazine in New York, three millennials juggle their careers, romance, friendships and big-city life while finding their own voices.",https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbufuI9tCbu6nsorLe_lv6A7heZSIGe4tBUVIKiexia0bYhJK6XMCE27pLY0BZgGgcJqoq2U8OQR_grLUSR7FQUCaQ.jpg?r=ca5
Alice,"Comedy, Romance",Series,Woody Allen,Woody Allen,"June Squibb, Mia Farrow, William Hurt, Joe Mantegna",6.6,10 Jan 1991,https://www.imdb.com/title/tt0099012,"While investigating a string of murders, a detective is stunned to encounter time travelers — especially a professor whos a dead ringer for his mother.",https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfpyqmFt6PbP6nm5lFwzNaBp7bt4A8b7uU_Po4qBl1UhcjCYWYT6cLw0_8BnuIPn8c0kibprpU9esUKVwDxewapuKA.jpg?r=751
Lobster Cop,"Comedy, Crime",Movie,Xinyun Li,"Jiuwei Fan, Xun Lu","Hua Liu, You Zhou, Qianyuan Wang, Shanshan Yuan",5.1,22 Jun 2018,https://www.imdb.com/title/tt8489090,"To nab a drug kingpin, four cops open a seafood restaurant as a cover. They must seize their chance when a secret recipe turns the eatery into a hit.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbilFDVa-rYFGZGwx0BDGryTRyWTapyfWsDpkqZbjF3poCBgRrcVdr-iiArLxS7zirC2pyAmczQubCEonesCdddjjQ.jpg?r=e79
Magic hour,Crime,Movie,Cole Mueller,Cole Mueller,"Kris Lemche, C. Thomas Howell, Trevor Morgan, William Russ",5.5,,https://www.imdb.com/title/tt2302701,"After receiving a grim diagnosis on his health, a photographer embarks on a journey to deliver uncollected photos to their rightful owners.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR2fLjxYMwLDxmjA8QcsBqL_oZ8aRqai090NVmD6BV9xvzK24UC8xE2qOQH_u4Dhy2zeI1LvJDoLDMzZQ8aCRUdnfA.jpg?r=ba2
Marionette,"Mystery, Thriller",Movie,Elbert van Strien,"Ben Hopkins, Elbert van Strien","Elijah Wolf, Sam Hazeldine, Thekla Reuten, Emun Elliott",5.9,19 Sep 2020,https://www.imdb.com/title/tt8237272,A teacher seeks a former detectives help when her students fall victim to the same extortionist who blackmailed her with revealing photos 14 years ago.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbycjQpmt0AsRGzi0nXrzE0mix0UqFi6mLCWqOcoTlz8ZKqsvjK6b5v6pjsC4Fu34HgTWVf-AI6P2XXfJTV_fqErPQ.jpg?r=b9b
Miss Baek,Drama,Movie,Ji-won Lee,Ji-won Lee,"Hee-joon Lee, Jun Suk-ho, Si-ah Kim, Han Ji-min",6.6,11 Oct 2018,https://www.imdb.com/title/tt6479534,"Reminded of her own trauma and painful past upon meeting a young girl suffering from abuse, an ex-con resolves to save the child from her mother.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRN8pRScrbI4_pfun7KQdah8Cj-o8g2erBo4EuGSPzcNynBD-XkWSC67gDdZrtL3mPUaENU5NH3l3T6WwbPg9dzXjA.jpg?r=a54
Old Marine Boy,Documentary,Movie,Mo-young Jin,,"Myoungho Park, Cheolhoon Park, Cheoljoon Park, Soonhee Kim",6.9,,https://www.imdb.com/title/tt9520176,This documentary plunges into the life of a deep-sea diver who puts his life on the oxygen line to keep his family afloat as a husband and father.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY2GzdQdPtg9szKxgN83Zp2BnIyqheP2ia6ph9wW5G6AxvAFIYhQJuRpKf4JmwbteGgm0JAgdyZWlYsORvBabhdYEg.jpg?r=dd0
Ordinary People,Drama,Movie,Robert Redford,"Alvin Sargent, Judith Guest","Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",7.7,19 Sep 1980,https://www.imdb.com/title/tt0081283,"During a probe into a missing high school student, her best friend and a new gym teacher stumble upon the sinister truth behind her disappearance.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmZsvgOX6yQRCwO5iMcvEk8ujsYjo0vxl9JDrfuvOioX9GXMUI0ZzZK0SMzHk4Aah8DRjlulbRz_g-w79dPP1ZTjg.jpg?r=692
Outdoor Begins,"Comedy, Fantasy, Horror, Thriller",Movie,Jinseung Lim,"Jinseung Lim, Min-suk Kang","Yoo-Mi Lee, Young-geun Hong, Deok-jae Jo, Song-Ha Yeon",4.8,04 Mar 2017,https://www.imdb.com/title/tt6239298,"When night falls and primal instincts arise, a cursed mask turns a novice hitman into a sadistic murderer at a secluded campsite.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXNbUvg0-cQfPinTUzIBzJ6RY_oxmmXeRtcLDYRxBhOwGix4LpTdBmOIzCq59BQ_wy5wlVa8dml15tnsTiVoDbNqUg.jpg?r=2ba
Paths of the Soul,Drama,Movie,Yang Zhang,Yang Zhang,"Pei Yang, Tsring Chodron, Tsewang Dolkar, Jiangcuo Seba",7.5,20 Jun 2017,https://www.imdb.com/title/tt4957446,"From harsh weather to unwavering devotion, this docudrama follows several villagers on a walking pilgrimage to Lhasa — the holy capital of Tibet.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWoL5zWWHnpvkTXuIgX5lovvFANNFnRs79bLqkBPJ8stiYHEvhZKtmhYr_r7GK2hwUsL1FyYZrhjAwCUiTh2euyuuA.jpg?r=fab
Promise at Dawn,"Biography, Drama, Romance, War",Movie,Eric Barbier,"Romain Gary, Eric Barbier, Marie Eynard","Pierre Niney, Jean-Pierre Darroussin, Didier Bourdon, Charlotte Gainsbourg",7.2,06 Sep 2019,https://www.imdb.com/title/tt5061360,"Romain rises from humble origins to become a famous writer, a war hero and more, fulfilling a destiny set by his well-meaning but overbearing mother.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZRbvHY5P8Hw857w4WKs224MAigmT346c3nBfEbxgWTx69AmNktkD2iYN77veB_oA9SUC8XZhz3_RrxaRnWQAJLyRw.jpg?r=598
Rebel in the Rye,"Biography, Drama, Romance, War",Movie,Danny Strong,"Kenneth Slawenski, Danny Strong","Kevin Spacey, Nicholas Hoult, Victor Garber, Hope Davis",6.7,15 Sep 2017,https://www.imdb.com/title/tt4986134,"A young J.D. Salinger struggles to write his classic novel, ""The Catcher in the Rye,"" under the tutelage of a demanding mentor.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe48UhyPjB5FjXrIFiYICWZDtrhqH-UjZxKYWWfhHFx7TyH3pRtg_efawMKB7ebKaf549Py0YnvsBSRiGL1r4ih3lQ.jpg?r=f34
The Return,Drama,Movie,Andrey Zvyagintsev,"Vladimir Moiseenko, Aleksandr Novototskiy-Vlasov","Nataliya Vdovina, Konstantin Lavronenko, Ivan Dobronravov, Vladimir Garin",8.0,25 Jun 2003,https://www.imdb.com/title/tt0376968,An out-of-the-way makgeolli restaurant serves as a rest stop for those with longing in their hearts for someone who may or may not return.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYTOWW7_vqdwauizZ3fSGjhHf0GUrOYaSzaYh4PMUkNc7HEIlDTHuNTsTWP_-En-Po5K7rEreyXAoE-H9An-cS0M0g.jpg?r=999
The Rookies,"Crime, Drama",Movie,,"William Blinn, Rita Lakin","Sam Melville, Georg Stanford Brown, Gerald S. O'Loughlin, Kate Jackson",6.7,07 Mar 1972,https://www.imdb.com/title/tt0068126,"After a misunderstanding, an extreme sports enthusiast is recruited by an elite agent to head off a dangerous weapons scheme in Budapest.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU_oI9R46dS1QYhFKTjV26lbbOIu9o1QEUxNq9stzftU5AUdFAys_j_I-hK22oLJr9VZNl_w34TPRkuEOI8By0TEuA.jpg?r=30c
Snatch Up,"Drama, Crime, Action",Movie,Joon-Hyeong Heo,Joon-Hyeong Heo,"Kwang-ryul Jun, Oh Jeong-Se, Kyeong-Yeong Lee, Mu-Yeol Kim",6.0,12 Apr 2018,https://www.imdb.com/title/tt10452996,"From a job seeker to a politician, seven men from various walks of life unexpectedly join the chase for a bag of money they all claim to be theirs.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfN2FlQjtdAR3SiTNSLW3bwhP2kLw1Wjz0Obe05rP_2oP7_DVYkozbPCUXbpGToCp5L4jYt6iTGXo5gQaBglwnHlJQ.jpg?r=214
Stray,"Action, Crime, Fantasy, Thriller",Movie,Joe Sill,"Alex Theurer, J.D. Dillard, Joe Sill","Karen Fukuhara, Christine Woods, Ross Partridge, Miyavi",4.8,01 Apr 2019,https://www.imdb.com/title/tt6294226,"To fill the void left by the disappearance of their son, a couple adopts a feral child from an orphanage – but their choice has dark consequences.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABehVpD_7TlcgHfaWkg4SrzjPtC5tBOvFQeKeVYnvjsnkIsVjnjpvpjBSf_J4aI0ixNkL4IPXdRRcTHk3cujOS7EDDQ.jpg?r=d80
Stand by Me,"Adventure, Drama",Movie,Rob Reiner,"Bruce A. Evans, Stephen King, Raynold Gideon","Jerry O'Connell, Wil Wheaton, River Phoenix, Corey Feldman",8.1,22 Aug 1986,https://www.imdb.com/title/tt0092005,"Learning of his imminent departure from life, a grandfather spends his final days preparing parting gifts for his young grandchildren.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVNAU9zADP6kFOJMxgxFyflhRLUuPsyYlmOr4DfuPddc2iwwkE1kDGj67yw-SA29fsZgLe5vyTqe2pmp0vRMu45ITw.jpg?r=d05
Tea Pets,"Animation, Adventure",Movie,Gary Wang,Gary Wang,"Guanlin Ji, Jason Kesser",5.6,14 Jan 2020,https://www.imdb.com/title/tt6903084,"A group of cute, good-luck-charm clay figurines break the mold and set off on a wild, wonderful adventure after an encounter with a mysterious entity.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTW65EUMlRg36quUPotApSO5BGFs8irj3vRyzMQj8ykD2gCCGJM9b2nomRHIH2UiZfdqipXW0impruVtr8gHQ6Nwmg.jpg?r=4cd
A Tiger In Winter,"Drama, Romance",Movie,Kwang-kuk Lee,Kwang-kuk Lee,"Seung-gil Jeong, Hyun-Jung Go, Ye-eun Kim, Jin-wook Lee",6.3,12 Apr 2018,https://www.imdb.com/title/tt8123886,"On the cusp of hitting rock bottom, a failed writer comes across a former lover, a novelist whos in the midst of battling woes of her own.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT_aChnfIJ_WvKaM3tBMD9KTwJw411P87KxpyxmIgPME7laYWLdUPP8kJtiXaD5EXd1Sdsr-nqtK3vuPIG85Sb0vJA.jpg?r=ef9
The Three Little Pigs,Animation,Movie,,"Paul Leadon, Roddy Lee, Roz Phillips","Ric Herbert, Joanna Moore, Lee Perry",5.8,,https://www.imdb.com/title/tt1463205,The three little pigs embark on a new adventure as they use their kung fu skills to defeat an evil wolf and help guard a martial arts treasure.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfcx698zTsp59d-SIGgWnYJv0VIIxgi5o5ao9NYG3hVxQp2Fd8xNngklXo156hHH7cc1RKmSsoteAoOEUZxWbTI_gQ.jpg?r=41f
Wonderstruck,"Adventure, Drama, Mystery",Movie,Todd Haynes,Brian Selznick,"James Urbaniak, Julianne Moore, Millicent Simmonds, Cory Michael Smith",6.2,20 Oct 2017,https://www.imdb.com/title/tt5208216,Two children from different eras each embark on a journey of self-discovery that leads to New York City and a mysterious bond that connects them both.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV4MmEq2UTyr5PJfXQXdOjNcjrkV_quj1BqmezagQSH6_dQ19jLgKH951NH2ONi1y74ZgoYX50XQ2K3kL-hUAyRDpw.jpg?r=dcd
Keys To The Heart,"Comedy, Drama, Family",Movie,Sung-Hyun Choi,Sung-Hyun Choi,"Sung-ryung Kim, Jung-min Park, Lee Byung-Hun, Han Ji-min",7.5,26 Jan 2018,https://www.imdb.com/title/tt6985200,"With nothing in common but their mother, a former boxing champion and a musical savant discover brotherhood during a humorous cohabitation.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbFw-Te0EQ4Xuva03luk_sW4C3tBxJpqZST2J5pIVjOGAYbyNg4GY7DO90-n3lTHXnUVn-eJr99zr-fnkSYEPyt9A.jpg?r=25c
Intimate Strangers,"Drama, Romance, Thriller",Movie,Patrice Leconte,"Jérôme Tonnerre, Patrice Leconte","Fabrice Luchini, Sandrine Bonnaire, Anne Brochet, Michel Duchaussoy",7.0,03 Sep 2004,https://www.imdb.com/title/tt0363532,"At a dinner party, longtime friends and their partners play a game of sharing every new call, text and email on their phones with the entire group.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbPuiZUIyySIY_Q9dzy_4XRqGTkp1-eDAg7OxyjqHuYaQes1R_mRTWOBf4GZzSnwWr-zoouYrgwZknvtQQw8ooc-tw.jpg?r=832
Homme Fatale,"Comedy, History, Romance",Movie,Da-Jung Nam,Da-Jung Nam,"Jisu Choi, Jun-Ho Lee, Jung So-Min, Gwi-hwa Choi",6.9,10 Jul 2019,https://www.imdb.com/title/tt10633676,"In an effort to save his aunts flailing business, a charming bachelor transforms into the first-ever male courtesan to entertain the ladies of Joseon.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbw-LTKp-fXPEtL1bAzbbfpx8_AzqAiUbbqUHicFCuTcclUeZbkSgv9z1pStlbR0nkFGSfqP35FqoJLEAvSfLBysDg.jpg?r=2e9
Happy Bus Day,"Comedy, Drama",Movie,Seung-Won Lee,,Ju-won Lee,6.8,21 Apr 2017,https://www.imdb.com/title/tt6150050,"At a gathering to celebrate the birthday of the oldest son, each family members dark secrets and uncomfortable truths are revealed.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZlSP5-_v1oi2R0-t1rT0kizXNu_flHJBAFc3A6zz_37108FUO3tW3w12p6rTTZVYoT-8GtbH2gqNQpr5ks6mg44iQ.jpg?r=d28
Gonjiam: Haunted Asylum,Horror,Movie,Beom-sik Jeong,"Sang-min Park, Beom-sik Jeong","Wi Ha-Joon, Seung-Wook Lee, Ye-Won Mun, Yoo Je-Yoon",6.3,28 Mar 2018,https://www.imdb.com/title/tt8119752,"Eager to capture creepy footage for their web series, a group of explorers venture into an abandoned and infamous psychiatric hospital.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQIFZyT1ECJvasQDzij2y3rt7hCFRdkkcP_4KCtH7wiRK_YTaTTQC_RWT3SJZXlFsjNggYB41-qkcjvXdrlLO-Criw.jpg?r=312
Golden Slumber,"Action, Drama, Thriller",Movie,Yoshihiro Nakamura,Kôtarô Isaka,"Yûko Takeuchi, Shihori Kanjiya, Nao Ohmori, Teruyuki Kagawa",7.1,30 Jan 2010,https://www.imdb.com/title/tt1413529,"Wrongly framed for a presidential assassination, an upstanding delivery man is forced to get to the bottom of the conspiracy while on the run.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVdjRFHyZ9u8T9gDHE8GQs5fT0tcbV2SGbagdNUaoHB0MA5sfFDG8qrEeuo5Javfoc5IiNttCFnFWvj16CA2hyjy1w.jpg?r=bae
Extreme Job,"Action, Comedy, Crime",Movie,Byeong-heon Lee,Se-yeong Bae,"Lee Hanee, Shin Ha-kyun, Joon-seok Heo, Myoung Gong",7.1,21 Jun 2019,https://www.imdb.com/title/tt9541602,A narcotics unit takes over a restaurant near a gangs hideout when the food they sold to keep their cover turns into the next big chicken franchise.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXq2et4bjVAKcs3OfgiPBIzCNkBQYMx19f_EokjuFz_U6yzLK_pnicslRt-lElkJpPh_Y52yYp6--4QGDAFBROLNew.jpg?r=713
Default,Drama,Movie,Kook-Hee Choi,Seong-min Eom,"Kim Hye-su, Yoo Ah-In, Woo-jin Jo, Joon-ho Huh",6.6,28 Nov 2018,https://www.imdb.com/title/tt7233726,"In 1997 South Korea, an oncoming economic crisis poses disparate challenges for a bank executive, a finance man and a small business owner.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYsqGiT9BR1ZX4olvlXrmtXPMpK9A01qHWTrHXDjC5_f7oPzP_Aj4Gv4q5avnY2-F-fZjKR9w21yWePQ7uFBokBsWw.jpg?r=59a
Criticsized,"Action, Crime, Drama, Horror, Thriller",Movie,Carl T. Evans,"Renato Biribin Jr., Carl T. Evans","James Kyson, Kerr Smith, Callum Blue, Mike Marino",3.6,13 Dec 2016,https://www.imdb.com/title/tt2370138,An LA police detective races to capture a serial killer who is targeting film critics and livestreaming his vengeful spree on the internet.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSs1iSGklshqgIl2hDbkmuNWWoXh-mKlcOEiz5iw9LGnXizDoR0cWrK2gQNTnMgo7vGfYgNieg2c_PIpJB39WoMMtg.jpg?r=16a
Communication & Lies,"Short, Drama",Movie,Christopher Banks,"Christopher Banks, David Blakey","Alexander Campbell, Rita Lefau Ryan, Rudi Vodanovich, Richard Lambeth",5.0,,https://www.imdb.com/title/tt1590766,"Two individuals with trauma in their pasts find each other, but ground their relationship in lies as they each hide their true selves.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfjjkonvyFhf8G2ORxYJ9L57iBR-p2-5IJlURkkwmFhR996vrrZEdtjCRUKctQP7vVBv-8qxxoGsN7FMmR80581xhw.jpg?r=67d
Clover,"Comedy, Crime, Thriller",Movie,Jon Abrahams,Michael Testone,"Mark Webber, Nicole Elizabeth Berger, Erika Christensen, Jon Abrahams",4.2,03 Apr 2020,https://www.imdb.com/title/tt7801350,While still carrying a torch for her childhood first love — who’s now become a famous actor — Saya is suddenly asked out by her handsome but aloof boss.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUVKMIt1nak2laMxUq-Bi3vfGHHlWScfNOCOcWMptZ3aH_sehZp5efAYz7xZ4-LdHxFmU5Uxv88SgKHegU7gT2l15w.jpg?r=033
Blood Orange,Thriller,Movie,Toby Tobias,Toby Tobias,"Ben Lamb, Iggy Pop, Kacey Clarke, Antonio Magro",4.3,29 Apr 2016,https://www.imdb.com/title/tt4145108,"When a vengeful ex-lover suddenly shows up at their secluded villa, an aging rockstar and his wife fight for survival as things spiral out of control.",https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRNn25N26sEoHF0vBpIR11m0pUgIZfGsMvYvRJGZazBrWxVRCkv6o4peCFxgOEzjNy9ee25ay5E_VawLlhPdrRYoWA.jpg?r=11d
The Big Shot,"Crime, Drama, Film-Noir, Thriller",Movie,Lewis Seiler,"Bertram Millhauser, Abem Finkel, Daniel Fuchs","Susan Peters, Humphrey Bogart, Richard Travis, Irene Manning",6.7,13 Jun 1942,https://www.imdb.com/title/tt0034513,A detective investigates a suicide case and soon uncovers a greater conspiracy connected to a real estate conglomerate.,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRnP7AI5Vcb2xKhSdV_BGeKjInW6W1-9xzPiycHqFKizMlB13aABFoy5p7lPvvieqL4TbYWbmIj3QwjYcPlEm3uWKw.jpg?r=590
